vote_id,congress_era,vote_date,vote_category,bill_id,title,plain_language_summary,crs_url,suggested_theme,suggested,adjudicated,notes
h-111-1-379,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-380,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-381,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-382,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-383,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-384,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-385,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-386,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-387,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-388,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-389,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-390,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-391,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-392,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-393,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-394,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-395,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-396,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-397,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-398,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-399,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-400,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-401,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-402,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-403,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-404,111,2009-06-18,MOTION_TO_RECOMMIT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-405,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-406,111,2009-06-18,AMENDMENT,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-407,111,2009-06-18,PROCEDURAL,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-408,111,2009-06-18,PASSAGE,hr-2847-111,Hiring Incentives to Restore Employment Act,,,TAX_BURDEN,true,false,
h-111-1-409,111,2009-06-19,PROCEDURAL,hres-559-111,"Providing for consideration of H.R. 2918, making appropriations for the Legislative Branch FY 2010",,,,true,false,
h-111-1-410,111,2009-06-19,PASSAGE,hres-559-111,"Providing for consideration of H.R. 2918, making appropriations for the Legislative Branch FY 2010",,,,true,false,
h-111-1-411,111,2009-06-19,SUSPENSION,hres-560-111,"Expressing support for all Iranian citizens who embrace the values of freedom, human rights, civil liberties, and rule of law, and for other purposes",,,,true,false,
h-111-1-412,111,2009-06-19,MOTION_TO_RECOMMIT,hr-2918-111,Making appropriations for the Legislative Branch FY 2010,,,,true,false,
h-111-1-413,111,2009-06-19,PASSAGE,hr-2918-111,Making appropriations for the Legislative Branch FY 2010,,,,true,false,
h-111-1-414,111,2009-06-19,PROCEDURAL,,,,,,true,false,
h-111-1-415,111,2009-06-19,PROCEDURAL,hres-520-111,"Impeaching Samuel B. Kent, judge of the United States District Court for the Southern District of Texas, for high crimes and misdemeanors",,,,true,false,
h-111-1-416,111,2009-06-19,PROCEDURAL,hres-520-111,"Impeaching Samuel B. Kent, judge of the United States District Court for the Southern District of Texas, for high crimes and misdemeanors",,,,true,false,
h-111-1-417,111,2009-06-19,PROCEDURAL,hres-520-111,"Impeaching Samuel B. Kent, judge of the United States District Court for the Southern District of Texas, for high crimes and misdemeanors",,,,true,false,
h-111-1-418,111,2009-06-19,PROCEDURAL,hres-520-111,"Impeaching Samuel B. Kent, judge of the United States District Court for the Southern District of Texas, for high crimes and misdemeanors",,,,true,false,
h-111-1-419,111,2009-06-23,SUSPENSION,s-407-111,Veterans’ Compensation Cost-of-Living Adjustment Act of 2009,,,,true,false,
h-111-1-420,111,2009-06-23,SUSPENSION,hr-1016-111,Veterans Health Care Budget Reform and Transparency Act of 2009,,,,true,false,
h-111-1-421,111,2009-06-23,SUSPENSION,hr-1211-111,Women Veterans Health Care Improvement Act,,,,true,false,
h-111-1-422,111,2009-06-23,SUSPENSION,hr-1172-111,To direct the Secretary of Veterans Affairs to include on the Internet website of the Department of Veterans Affairs a list of organizations that provide scholarships to veterans and their survivors,,,,true,false,
h-111-1-423,111,2009-06-23,SUSPENSION,hr-1777-111,"To make technical corrections to the Higher Education Act of 1965, and for other purposes",,,,true,false,
h-111-1-424,111,2009-06-24,PROCEDURAL,,,,,,true,false,
h-111-1-425,111,2009-06-24,PROCEDURAL,,,,,,true,false,
h-111-1-426,111,2009-06-24,PROCEDURAL,,,,,,true,false,
h-111-1-427,111,2009-06-24,PROCEDURAL,,,,,,true,false,
h-111-1-428,111,2009-06-24,PROCEDURAL,hres-573-111,"Providing for consideration of the bill (H.R. 2892) making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2010",,,,true,false,
h-111-1-429,111,2009-06-24,PROCEDURAL,hres-573-111,"Providing for consideration of the bill (H.R. 2892) making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2010",,,,true,false,
h-111-1-430,111,2009-06-24,PASSAGE,hres-573-111,"Providing for consideration of the bill (H.R. 2892) making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2010",,,,true,false,
h-111-1-431,111,2009-06-24,PROCEDURAL,hres-573-111,"Providing for consideration of the bill (H.R. 2892) making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2010",,,,true,false,
h-111-1-432,111,2009-06-24,PROCEDURAL,,,,,,true,false,
h-111-1-433,111,2009-06-24,SUSPENSION,hr-2990-111,Disabled Military Retiree Relief Act,,,,true,false,
h-111-1-434,111,2009-06-24,PROCEDURAL,,,,,,true,false,
h-111-1-435,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-436,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-437,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-438,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-439,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-440,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-441,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-442,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-443,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-444,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-445,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-446,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-447,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-448,111,2009-06-24,AMENDMENT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-449,111,2009-06-24,MOTION_TO_RECOMMIT,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-450,111,2009-06-24,PASSAGE,hr-2892-111,Making appropriations for Homeland Security FY 2010,,,,true,false,
h-111-1-451,111,2009-06-24,PROCEDURAL,hres-572-111,"Providing for consideration of the bill (H.R. 2647) to authorize appropriations for fiscal year 2010 for military activities of the Department of Defense, to prescribe military personnel strengths for fiscal year 2010",,,,true,false,
h-111-1-452,111,2009-06-24,PASSAGE,hres-572-111,"Providing for consideration of the bill (H.R. 2647) to authorize appropriations for fiscal year 2010 for military activities of the Department of Defense, to prescribe military personnel strengths for fiscal year 2010",,,,true,false,
h-111-1-453,111,2009-06-25,AMENDMENT,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-454,111,2009-06-25,AMENDMENT,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-455,111,2009-06-25,AMENDMENT,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-456,111,2009-06-25,AMENDMENT,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-457,111,2009-06-25,AMENDMENT,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-458,111,2009-06-25,AMENDMENT,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-459,111,2009-06-25,MOTION_TO_RECOMMIT,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-460,111,2009-06-25,PASSAGE,hr-2647-111,"Department of Defense Authorization, FY 2010",,,,true,false,
h-111-1-461,111,2009-06-25,PROCEDURAL,,,,,,true,false,
h-111-1-462,111,2009-06-25,PROCEDURAL,hres-578-111,"Providing for consideration of H.R. 2996, Interior Appropriations, FY 2010",,,,true,false,
h-111-1-463,111,2009-06-25,PASSAGE,hres-578-111,"Providing for consideration of H.R. 2996, Interior Appropriations, FY 2010",,,,true,false,
h-111-1-464,111,2009-06-26,PASSAGE,sconres-31-111,Adjournment Resolution,,,,true,false,
h-111-1-465,111,2009-06-26,PROCEDURAL,hres-587-111,"Providing for consideration of H.R. 2454, American Clean Energy and Security Act",,,INPUT_COSTS,true,false,
h-111-1-466,111,2009-06-26,PASSAGE,hres-587-111,"Providing for consideration of H.R. 2454, American Clean Energy and Security Act",,,INPUT_COSTS,true,false,
h-111-1-467,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-468,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-469,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-470,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-471,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-472,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-473,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-474,111,2009-06-26,AMENDMENT,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-475,111,2009-06-26,PASSAGE,hr-2996-111,"Department of Interior and Related Agencies Appropriations, 2010",,,,true,false,
h-111-1-476,111,2009-06-26,AMENDMENT,hr-2454-111,American Clean Energy and Security Act,,,INPUT_COSTS,true,true,
h-111-1-477,111,2009-06-26,PASSAGE,hr-2454-111,American Clean Energy and Security Act,,,INPUT_COSTS,true,true,
h-111-1-478,111,2009-07-07,SUSPENSION,hconres-135-111,"Directing the Architect of the Capitol to place a marker in Emancipation Hall in the Capitol Visitor Center which acknowledges the role that slave labor played in the construction of the United States Capitol, and for other purposes",,,,true,false,
h-111-1-479,111,2009-07-07,SUSPENSION,hr-1129-111,To authorize the Secretary of the Interior to provide an annual grant to facilitate an iron working training program for Native Americans,,,,true,false,
h-111-1-480,111,2009-07-08,PASSAGE,hres-610-111,Providing for the consideration of H.R. 2965,,,,true,false,
h-111-1-481,111,2009-07-08,SUSPENSION,hr-1275-111,Utah Recreational Land Exchange Act of 2009,,,,true,false,
h-111-1-482,111,2009-07-08,SUSPENSION,hr-1945-111,Tule River Tribe Water Development Act,,,,true,false,
h-111-1-483,111,2009-07-08,AMENDMENT,hr-2965-111,"Don’t Ask, Don’t Tell Repeal Act of 2010",,,,true,false,
h-111-1-484,111,2009-07-08,AMENDMENT,hr-2965-111,"Don’t Ask, Don’t Tell Repeal Act of 2010",,,,true,false,
h-111-1-485,111,2009-07-08,PROCEDURAL,hr-2965-111,"Don’t Ask, Don’t Tell Repeal Act of 2010",,,,true,false,
h-111-1-486,111,2009-07-08,PASSAGE,hr-2965-111,"Don’t Ask, Don’t Tell Repeal Act of 2010",,,,true,false,
h-111-1-487,111,2009-07-08,PROCEDURAL,,,,,,true,false,
h-111-1-488,111,2009-07-08,PROCEDURAL,,,,,,true,false,
h-111-1-489,111,2009-07-08,PROCEDURAL,hres-609-111,"Providing for consideration of the bill (H.R. 2997) making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the FY ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-490,111,2009-07-08,PROCEDURAL,,,,,,true,false,
h-111-1-491,111,2009-07-08,PROCEDURAL,hres-609-111,"Providing for consideration of the bill (H.R. 2997) making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the FY ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-492,111,2009-07-08,PROCEDURAL,hres-609-111,"Providing for consideration of the bill (H.R. 2997) making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the FY ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-493,111,2009-07-08,PASSAGE,hres-609-111,"Providing for consideration of the bill (H.R. 2997) making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the FY ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-494,111,2009-07-08,PROCEDURAL,hres-609-111,"Providing for consideration of the bill (H.R. 2997) making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the FY ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-495,111,2009-07-08,SUSPENSION,hconres-142-111,Supporting National Men’s Health Week,,,,true,false,
h-111-1-496,111,2009-07-08,PROCEDURAL,,,,,,true,false,
h-111-1-497,111,2009-07-09,PROCEDURAL,,,,,,true,false,
h-111-1-498,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-499,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-500,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-501,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-502,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-503,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-504,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-505,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-506,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-507,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-508,111,2009-07-09,AMENDMENT,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-509,111,2009-07-09,PROCEDURAL,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-510,111,2009-07-09,PASSAGE,hr-2997-111,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-511,111,2009-07-09,PROCEDURAL,,,,,,true,false,
h-111-1-512,111,2009-07-09,PROCEDURAL,hres-617-111,"Providing for consideration of H.R. 3081, Department of State, foreign operations, and related programs, FY 2010 appropriations.",,,,true,false,
h-111-1-513,111,2009-07-09,PASSAGE,hres-617-111,"Providing for consideration of H.R. 3081, Department of State, foreign operations, and related programs, FY 2010 appropriations.",,,,true,false,
h-111-1-514,111,2009-07-09,SUSPENSION,hconres-127-111,Recognizing the significance of National Caribbean-American Heritage Month,,,,true,false,
h-111-1-515,111,2009-07-09,SUSPENSION,hconres-131-111,Directing the Architect of the Capitol to engrave the Pledge of Allegiance to the Flag and the National Motto of “In God we trust” in the Capitol Visitor Center,,,,true,false,
h-111-1-516,111,2009-07-09,AMENDMENT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-517,111,2009-07-09,AMENDMENT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-518,111,2009-07-09,AMENDMENT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-519,111,2009-07-09,AMENDMENT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-520,111,2009-07-09,AMENDMENT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-521,111,2009-07-09,AMENDMENT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-522,111,2009-07-09,AMENDMENT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-523,111,2009-07-09,PROCEDURAL,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-524,111,2009-07-09,MOTION_TO_RECOMMIT,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-525,111,2009-07-09,PASSAGE,hr-3081-111,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-526,111,2009-07-10,PROCEDURAL,hres-622-111,"Rule providing for consideration of H.R. 3082, making appropriations for military construction, the Departmen of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-527,111,2009-07-10,PASSAGE,hres-622-111,"Rule providing for consideration of H.R. 3082, making appropriations for military construction, the Departmen of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-528,111,2009-07-10,AMENDMENT,hr-3082-111,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-529,111,2009-07-10,PASSAGE,hr-3082-111,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-530,111,2009-07-13,PROCEDURAL,,,,,,true,false,
h-111-1-531,111,2009-07-14,PROCEDURAL,,,,,,true,false,
h-111-1-532,111,2009-07-14,PROCEDURAL,,,,,,true,false,
h-111-1-533,111,2009-07-14,SUSPENSION,hres-612-111,"Expressing the profound sympathies of the House of Representatives for the victims of the tragic Metrorail accident on Monday, June 22, 2009, and for their families, friends, and associates",,,,true,false,
h-111-1-534,111,2009-07-14,SUSPENSION,hres-469-111,Honoring the life of Wayman Lawrence Tisdale and expressing the condolences of the House Representatives on his passing,,,,true,false,
h-111-1-535,111,2009-07-14,SUSPENSION,hr-1037-111,Pilot College Work Study Programs for Veterans Act,,,,true,false,
h-111-1-536,111,2009-07-14,SUSPENSION,hr-402-111,William C. Tallent Department of Veterans Affairs Outpatient Clinic,,,,true,false,
h-111-1-537,111,2009-07-15,PROCEDURAL,,,,,,true,false,
h-111-1-538,111,2009-07-15,PROCEDURAL,hres-645-111,"Providing for consideration of the bill (H.R. 3183) making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-539,111,2009-07-15,PASSAGE,hres-645-111,"Providing for consideration of the bill (H.R. 3183) making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-540,111,2009-07-15,SUSPENSION,hr-1044-111,Port Chicago Naval Magazine National Memorial Enhancement Act,,,INPUT_COSTS,true,false,
h-111-1-541,111,2009-07-15,SUSPENSION,hr-934-111,"To convey certain submerged lands to the Commonwealth of the Northern Mariana Islands in order to give that territory the same benefits in its submerged lands as Guam, the Virgin Islands, and American Samoa have in their submerged lands",,,,true,false,
h-111-1-542,111,2009-07-15,SUSPENSION,hr-762-111,"To validate final patent number 27-2005-0081, and for other purposes",,,,true,false,
h-111-1-543,111,2009-07-15,AMENDMENT,hr-3183-111,"Making appropriations for energy and water development and related agencies, FY 2010",,,,true,false,
h-111-1-544,111,2009-07-15,AMENDMENT,hr-3183-111,"Making appropriations for energy and water development and related agencies, FY 2010",,,,true,false,
h-111-1-545,111,2009-07-15,AMENDMENT,hr-3183-111,"Making appropriations for energy and water development and related agencies, FY 2010",,,,true,false,
h-111-1-546,111,2009-07-15,AMENDMENT,hr-3183-111,"Making appropriations for energy and water development and related agencies, FY 2010",,,,true,false,
h-111-1-547,111,2009-07-15,AMENDMENT,hr-3183-111,"Making appropriations for energy and water development and related agencies, FY 2010",,,,true,false,
h-111-1-548,111,2009-07-16,SUSPENSION,hr-1442-111,"To provide for the sale of the Federal Government’s reversionary interest in approximately 60 acres of land in Salt Lake City, Utah, originally conveyed to the Mount Olivet Cemetery Association under the Act of January 23, 1909",,,,true,false,
h-111-1-549,111,2009-07-16,SUSPENSION,hr-129-111,To authorize the conveyance of certain National Forest System lands in the Los Padres National Forest in California,,,,true,false,
h-111-1-550,111,2009-07-16,SUSPENSION,hr-2188-111,Joint Ventures for Bird Habitat Conservation Act,,,ACCESS_TO_CAPITAL,true,false,
h-111-1-551,111,2009-07-16,SUSPENSION,hr-409-111,"To provide for the conveyance of certain Bureau of Land Managment land in the State of Nevada to the Las Vegas Motor Speedway, and for other purposes",,,,true,false,
h-111-1-552,111,2009-07-16,PROCEDURAL,hres-644-111,"Providing for consideration of H.R. 3170, Financial Services and General Government Appropriations, FY 2010",,,,true,false,
h-111-1-553,111,2009-07-16,PASSAGE,hres-644-111,"Providing for consideration of H.R. 3170, Financial Services and General Government Appropriations, FY 2010",,,,true,false,
h-111-1-554,111,2009-07-16,SUSPENSION,hres-543-111,Expressing support for the designation of June as “Home Safety Month”,,,,true,false,
h-111-1-555,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-556,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-557,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-558,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-559,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-560,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-561,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-562,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-563,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-564,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-565,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
h-111-1-566,111,2009-07-16,AMENDMENT,hr-3170-111,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2010, and for other purposes",,,,true,false,
