vote_id,congress_era,vote_date,vote_category,bill_id,title,plain_language_summary,crs_url,suggested_theme,suggested,adjudicated,notes
h-111-1-1,111,2009-01-06,PROCEDURAL,,,,,,true,false,
h-111-1-3,111,2009-01-06,PROCEDURAL,hres-5-111,Adopting rules for the One Hundred Eleventh Congress,,,,true,false,
h-111-1-4,111,2009-01-06,PASSAGE,hres-5-111,Adopting rules for the One Hundred Eleventh Congress,,,,true,false,
h-111-1-5,111,2009-01-07,SUSPENSION,hr-35-111,Presidential Records Act Amendments,,,,true,false,
h-111-1-6,111,2009-01-07,SUSPENSION,hr-36-111,Presidential Library Donation Reform Act,,,,true,false,
h-111-1-10,111,2009-01-09,SUSPENSION,hres-34-111,"Recognizing Israel’s right to defend itself against attacks from Gaza, reaffirming the United States’ strong support for Israel, and supporting the Israeli-Palestinian peace process",,,,true,false,
h-111-1-7,111,2009-01-09,MOTION_TO_RECOMMIT,hr-12-111,Paycheck Fairness Act,,,,true,false,
h-111-1-8,111,2009-01-09,PASSAGE,hr-12-111,Paycheck Fairness Act,,,,true,false,
h-111-1-9,111,2009-01-09,PASSAGE,hr-11-111,Lilly Ledbetter Fair Pay Act of 2009,,,WORKFORCE,true,true,
h-111-1-11,111,2009-01-13,SUSPENSION,hres-41-111,Supporting the goals and ideals of National Mentoring Month 2009,,,,true,false,
h-111-1-12,111,2009-01-13,SUSPENSION,hres-50-111,"Honoring the life of Claiborne Pell, distinguished former Senator from the State of Rhode Island",,,,true,false,
h-111-1-13,111,2009-01-13,SUSPENSION,hres-43-111,Recognizing the efforts of those who serve their communities on Martin Luther King Day and promoting the holiday as a day of national service,,,,true,false,
h-111-1-14,111,2009-01-14,PASSAGE,hres-52-111,"Providing for consideration of H.R. 2, to amend title XXI of the Social Security Act to extend and improve the Children’s Health Insurance Program, and for other purposes",,,HEALTH_COSTS,true,false,
h-111-1-15,111,2009-01-14,MOTION_TO_RECOMMIT,hr-2-111,Children’s Health Insurance Program Reauthorization Act of 2009,,,HEALTH_COSTS,true,false,
h-111-1-16,111,2009-01-14,PASSAGE,hr-2-111,Children’s Health Insurance Program Reauthorization Act of 2009,,,HEALTH_COSTS,true,true,
h-111-1-17,111,2009-01-14,PASSAGE,hres-53-111,"Providing for consideration of H.R. 384, to reform the Troubled Assets Relief Program of the Secretary of the Treasury and ensure accountability under such program",,,,true,false,
h-111-1-18,111,2009-01-14,SUSPENSION,hres-40-111,"Amending the Rules of the House of Representatives to require each standing committee to hold periodic hearings on the topic of waste, fraud, abuse, or mismanagement in Government programs which that committee may authorize, and for other purposes",,,,true,false,
h-111-1-19,111,2009-01-15,AMENDMENT,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-20,111,2009-01-15,AMENDMENT,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-21,111,2009-01-15,AMENDMENT,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-22,111,2009-01-15,AMENDMENT,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-23,111,2009-01-21,AMENDMENT,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-24,111,2009-01-21,PROCEDURAL,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-25,111,2009-01-21,MOTION_TO_RECOMMIT,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-26,111,2009-01-21,PASSAGE,hr-384-111,TARP Reform and Accountability Act,,,,true,false,
h-111-1-27,111,2009-01-22,PASSAGE,hjres-3-111,Relating to the disapproval of obligations under the Emergency Economic Stabilization Act of 2008,,,,true,false,
h-111-1-28,111,2009-01-22,SUSPENSION,hres-56-111,"Designating the week of February 2 through February 6, 2009 as “National School Couseling Week”",,,,true,false,
h-111-1-29,111,2009-01-22,SUSPENSION,hres-58-111,Commending the University of Florida Gators for winning the Bowl Championship Series National Championship Game,,,,true,false,
h-111-1-30,111,2009-01-26,SUSPENSION,hres-31-111,"Expressing support for designation of January 28, 2009, as “National Data Privacy Day”",,,,true,false,
h-111-1-31,111,2009-01-26,SUSPENSION,hres-84-111,"Honoring the heroic actions of the pilot, crew, and rescuers of US Airways Flight 1549",,,,true,false,
h-111-1-32,111,2009-01-27,PROCEDURAL,hres-87-111,Rule providing for consideration of the bill S. 181,,,,true,false,
h-111-1-33,111,2009-01-27,PASSAGE,hres-87-111,Rule providing for consideration of the bill S. 181,,,,true,false,
h-111-1-34,111,2009-01-27,PROCEDURAL,hres-88-111,Rule providing for consideration of the bill H.R. 1,,,,true,false,
h-111-1-35,111,2009-01-27,PASSAGE,hres-88-111,Rule providing for consideration of the bill H.R. 1,,,,true,false,
h-111-1-36,111,2009-01-27,PROCEDURAL,s-181-111,Lilly Ledbetter Fair Pay Act of 2009,,,WORKFORCE,true,false,
h-111-1-37,111,2009-01-27,PASSAGE,s-181-111,Lilly Ledbetter Fair Pay Act of 2009,,,WORKFORCE,true,true,
h-111-1-38,111,2009-01-27,PROCEDURAL,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-39,111,2009-01-28,PROCEDURAL,hres-92-111,Rule providing for consideration of H.R. 1,,,,true,false,
h-111-1-40,111,2009-01-28,PASSAGE,hres-92-111,Rule providing for consideration of H.R. 1,,,,true,false,
h-111-1-41,111,2009-01-28,SUSPENSION,s-328-111,To postpone the DTV transition date.,,,,true,false,
h-111-1-42,111,2009-01-28,AMENDMENT,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-43,111,2009-01-28,AMENDMENT,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-44,111,2009-01-28,AMENDMENT,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-45,111,2009-01-28,MOTION_TO_RECOMMIT,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-46,111,2009-01-28,PASSAGE,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-47,111,2009-02-03,SUSPENSION,hres-82-111,Raising awareness and encouraging prevention of stalking by establishing January 2009 as “National Stalking Awareness Month”,,,,true,false,
h-111-1-48,111,2009-02-03,SUSPENSION,hres-103-111,Supporting the goals and ideals of National Teen Dating Violence Awareness and Prevention Week,,,,true,false,
h-111-1-49,111,2009-02-03,SUSPENSION,hr-559-111,FAST Redress Act of 2009,,,,true,false,
h-111-1-50,111,2009-02-04,AMENDMENT,hr-2-111,Children’s Health Insurance Program Reauthorization Act of 2009,,,HEALTH_COSTS,true,true,
h-111-1-51,111,2009-02-04,PROCEDURAL,s-352-111,DTV Delay Act,,,,true,false,
h-111-1-52,111,2009-02-04,PASSAGE,s-352-111,DTV Delay Act,,,,true,false,
h-111-1-53,111,2009-02-04,SUSPENSION,hr-738-111,Death in Custody Reporting Act,,,,true,false,
h-111-1-54,111,2009-02-10,PROCEDURAL,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-55,111,2009-02-10,SUSPENSION,hres-114-111,Supporting the goals and ideals of “National Girls and Women in Sports Day”,,,,true,false,
h-111-1-56,111,2009-02-10,SUSPENSION,hres-60-111,Recognizing and commending University of Oklahoma quarterback Sam Bradford for winning the 2008 Heisman Trophy and for his academic and athletic accomplishments,,,,true,false,
h-111-1-57,111,2009-02-10,PROCEDURAL,hres-143-111,Raising a Question of the Privileges of the House,,,,true,false,
h-111-1-58,111,2009-02-10,SUSPENSION,hres-128-111,Honoring Miami University for its 200 years of commitment to extraordinary higher education,,,,true,false,
h-111-1-59,111,2009-02-10,SUSPENSION,hres-134-111,"Recognizing the 50th Anniversary of Dr. Martin Luther King, Jr.’s visit to India, and the positive influence that the teachings of Mahatma Gandhi had on Dr. King’s work during the Civil Rights Movement",,,,true,false,
h-111-1-60,111,2009-02-11,PASSAGE,hconres-47-111,Providing for an adjournment or recess of the two Houses,,,,true,false,
h-111-1-61,111,2009-02-11,SUSPENSION,hres-154-111,Honoring John D. Dingell for holding the record as the longest serving member of the House of Representatives,,,,true,false,
h-111-1-62,111,2009-02-11,SUSPENSION,hr-448-111,Elder Abuse Victims Act,,,,true,false,
h-111-1-63,111,2009-02-12,PASSAGE,hres-157-111,"Providing for consideration of motions to suspend the rules, and for other purposes",,,,true,false,
h-111-1-64,111,2009-02-12,SUSPENSION,hres-117-111,Supporting the goals and ideals of National Engineers Week,,,,true,false,
h-111-1-65,111,2009-02-12,SUSPENSION,hconres-35-111,Honoring and praising the National Association for the Advancement of Colored People on the occasion of its 100th anniversary,,,,true,false,
h-111-1-66,111,2009-02-13,PROCEDURAL,hres-168-111,"Providing for consideration of the conference report to accompany H.R. 1, Economic Stimulus",,,,true,false,
h-111-1-67,111,2009-02-13,PASSAGE,hres-168-111,"Providing for consideration of the conference report to accompany H.R. 1, Economic Stimulus",,,,true,false,
h-111-1-68,111,2009-02-13,PROCEDURAL,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-69,111,2009-02-13,MOTION_TO_RECOMMIT,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-70,111,2009-02-13,PASSAGE,hr-1-111,Making supplemental appropriations for fiscal year ending 2009,,,,true,false,
h-111-1-71,111,2009-02-13,SUSPENSION,hres-139-111,Commemorating the life and legacy of President Abraham Lincoln on the bicentennial of his birth,,,,true,false,
h-111-1-72,111,2009-02-23,SUSPENSION,hr-911-111,Stop Child Abuse in Residential Programs for Teens Act,,,,true,false,
h-111-1-73,111,2009-02-23,SUSPENSION,hr-44-111,Guam World War II Loyalty Recognition Act,,,,true,false,
h-111-1-74,111,2009-02-23,SUSPENSION,hr-601-111,Box Elder Utah Land Conveyance Act,,,,true,false,
h-111-1-75,111,2009-02-24,PROCEDURAL,,,,,,true,false,
h-111-1-76,111,2009-02-24,SUSPENSION,hr-80-111,Captive Primate Safety Act,,,,true,false,
h-111-1-77,111,2009-02-24,SUSPENSION,hr-637-111,South Orange County Recycled Water Enhancement Act,,,,true,false,
h-111-1-78,111,2009-02-24,SUSPENSION,hres-83-111,Recognizing the significance of Black History Month,,,,true,false,
h-111-1-79,111,2009-02-24,SUSPENSION,s-234-111,"Colonel John H. Wilson, Jr. Post Office Building",,,,true,false,
h-111-1-80,111,2009-02-25,PROCEDURAL,,,,,,true,false,
h-111-1-81,111,2009-02-25,SUSPENSION,hres-47-111,Supporting the goals and ideals of Peace Officers Memorial Day,,,,true,false,
h-111-1-82,111,2009-02-25,SUSPENSION,hres-180-111,Supporting the goals and ideals of the third annual America Saves Week,,,,true,false,
h-111-1-83,111,2009-02-25,PROCEDURAL,hres-184-111,"Providing for consideration of H.R. 1105, the Omnibus Appropriations for 2009",,,,true,false,
h-111-1-84,111,2009-02-25,PROCEDURAL,hres-184-111,"Providing for consideration of H.R. 1105, the Omnibus Appropriations for 2009",,,,true,false,
h-111-1-85,111,2009-02-25,PASSAGE,hres-184-111,"Providing for consideration of H.R. 1105, the Omnibus Appropriations for 2009",,,,true,false,
h-111-1-86,111,2009-02-25,PASSAGE,hr-1105-111,"Omnibus Appropriations Act, 2009",,,,true,false,
h-111-1-87,111,2009-02-25,PROCEDURAL,hres-189-111,Flake of Arizona Privileged Resolution,,,,true,false,
h-111-1-88,111,2009-02-26,PROCEDURAL,hres-190-111,Providing for consideration of H.R. 1106 to prevent mortgage foreclosures and enhance mortgage credit availability,,,,true,false,
h-111-1-89,111,2009-02-26,PASSAGE,hres-190-111,Providing for consideration of H.R. 1106 to prevent mortgage foreclosures and enhance mortgage credit availability,,,,true,false,
h-111-1-90,111,2009-02-26,SUSPENSION,hres-183-111,"Expressing condolences to the families, friends, and loved ones of the victims of the crash of Continental Connection Flight 3407, and for other purposes",,,,true,false,
h-111-1-91,111,2009-03-03,SUSPENSION,hr-146-111,Omnibus Public Land Management Act of 2009,,,,true,false,
h-111-1-92,111,2009-03-03,SUSPENSION,hr-548-111,Civil War Battlefield Preservation Act,,,,true,false,
h-111-1-93,111,2009-03-03,SUSPENSION,hres-77-111,"Congratulating the University of Mary Washington in Fredericksburg, Virginia, for more than 100 years of service and leadership to the United States",,,,true,false,
h-111-1-94,111,2009-03-04,SUSPENSION,hres-201-111,"Recognizing Beverly Eckert’s service to the Nation and particularly to the survivors and families of the September 11, 2001, attacks.",,,,true,false,
h-111-1-95,111,2009-03-04,SUSPENSION,hres-195-111,Recognizing and honoring the employees of the Department of Homeland Security on its sixth anniversary for their continuous efforts to keep the nation safe.,,,,true,false,
h-111-1-96,111,2009-03-04,SUSPENSION,hres-45-111,Raising awareness and promoting education on the criminal justice system by establishing March as “National Criminal Justice Month”.,,,,true,false,
h-111-1-100,111,2009-03-05,AMENDMENT,hr-1106-111,Helping Families Save Their Homes Act of 2009,,,,true,false,
h-111-1-101,111,2009-03-05,AMENDMENT,hr-1106-111,Helping Families Save Their Homes Act of 2009,,,,true,false,
h-111-1-102,111,2009-03-05,AMENDMENT,hr-1106-111,Helping Families Save Their Homes Act of 2009,,,,true,false,
h-111-1-103,111,2009-03-05,MOTION_TO_RECOMMIT,hr-1106-111,Helping Families Save Their Homes Act of 2009,,,,true,false,
h-111-1-104,111,2009-03-05,PASSAGE,hr-1106-111,Helping Families Save Their Homes Act of 2009,,,,true,false,
h-111-1-105,111,2009-03-05,PROCEDURAL,hres-212-111,Raising a question of the privileges of the House.,,,,true,false,
h-111-1-106,111,2009-03-05,SUSPENSION,hres-153-111,Commending the University of Southern California Trojan football team for its victory in the 2009 Rose Bowl,,,,true,false,
h-111-1-97,111,2009-03-05,PASSAGE,hres-205-111,Providing for further consideration of the bill (H.R. 1106) to prevent mortgage foreclosures and enhance mortgage credit availability,,,,true,false,
h-111-1-98,111,2009-03-05,SUSPENSION,hres-146-111,"Designating March 2, 2009, as “Read Across America Day”",,,,true,false,
h-111-1-99,111,2009-03-05,SUSPENSION,hconres-14-111,Supporting the goals and ideals of Multiple Sclerosis Awareness Week.,,,,true,false,
h-111-1-107,111,2009-03-06,PROCEDURAL,,,,,,true,false,
h-111-1-108,111,2009-03-06,MOTION_TO_RECOMMIT,hjres-38-111,"Making further continuing appropriations for fiscal year 2009, and for other purposes",,,,true,false,
h-111-1-109,111,2009-03-06,PASSAGE,hjres-38-111,"Making further continuing appropriations for fiscal year 2009, and for other purposes",,,,true,false,
h-111-1-110,111,2009-03-09,SUSPENSION,hres-210-111,Expressing the sense of the House of Representatives that providing breakfast in schools through the National School Breakfast Program has a positive impact on classroom performance,,,,true,false,
h-111-1-111,111,2009-03-09,SUSPENSION,hres-222-111,Congratulating the National Assessment Governing Board on its 20th Anniversary in measuring student academic achievement,,,,true,false,
h-111-1-112,111,2009-03-09,SUSPENSION,hr-131-111,Ronald Reagan Centennial Commission Act,,,,true,false,
h-111-1-113,111,2009-03-10,PROCEDURAL,hres-228-111,Flake Privilege Resolution,,,,true,false,
h-111-1-114,111,2009-03-10,SUSPENSION,hr-813-111,J. Herbert W. Small Federal Building and United States Courthouse,,,,true,false,
h-111-1-115,111,2009-03-10,SUSPENSION,hr-842-111,R. Jess Brown United States Courthouse,,,,true,false,
h-111-1-116,111,2009-03-11,SUSPENSION,hres-67-111,"Recognizing and commending the National Aeronautics and Space Administration (NASA), the Jet Propulsion Laboratory (JPL), and Cornell University for the success of the Mars Exploration Rovers, Spirit and Opportunity, on the 5th anniversary of their successful landing",,,,true,false,
h-111-1-117,111,2009-03-11,SUSPENSION,s-22-111,Omnibus Public Land Management Act,,,,true,false,
h-111-1-118,111,2009-03-11,SUSPENSION,hconres-38-111,Authorizing the use of the Capitol Grounds for the National Peace Officers’ Memorial Service,,,,true,false,
h-111-1-119,111,2009-03-11,SUSPENSION,hconres-64-111,Urging the President to designate 2009 as the “Year of the Military Family”,,,,true,false,
h-111-1-120,111,2009-03-11,SUSPENSION,hres-125-111,"Calling on the central authority of Brazil to immediately discharge all judicial proceedings as a matter of extreme urgency to obtain the return of Sean Goldman to his father, David Goldman, for immediate return to the United States",,,,true,false,
h-111-1-121,111,2009-03-11,SUSPENSION,hres-226-111,Recognizing the plight of the Tibetan people on the 50th anniversary of His Holiness the Dalai Lama being forced into exile and calling for a sustained multilateral effort to bring about a durable and peaceful solution to the Tibet issue,,,,true,false,
h-111-1-122,111,2009-03-12,AMENDMENT,hr-1262-111,Federal Water Pollution Control Act Authorization Amendments,,,,true,false,
h-111-1-123,111,2009-03-12,PASSAGE,hr-1262-111,Federal Water Pollution Control Act Authorization Amendments,,,,true,false,
h-111-1-124,111,2009-03-12,SUSPENSION,hres-224-111,"Supporting the designation of Pi Day, and for other purposes",,,,true,false,
h-111-1-125,111,2009-03-16,SUSPENSION,hr-987-111,"John Scott Challis, Jr. Post Office",,,,true,false,
h-111-1-126,111,2009-03-16,SUSPENSION,hr-1217-111,Specialist Peter J. Navarro Post Office Building,,,,true,false,
h-111-1-127,111,2009-03-16,SUSPENSION,hr-1284-111,Major Ed W. Freeman Post Office,,,,true,false,
h-111-1-128,111,2009-03-17,SUSPENSION,hres-240-111,To support the goals and ideals of Professional Social Work Month and World Social Work Day,,,,true,false,
h-111-1-129,111,2009-03-17,SUSPENSION,hres-211-111,Supporting the goals and ideals of National Women’s History Month,,,,true,false,
h-111-1-130,111,2009-03-17,SUSPENSION,hr-628-111,An act to establish a pilot program in certain United States district courts to encourage enhancement of expertise in patent cases among district judges,,,,true,false,
h-111-1-131,111,2009-03-18,PROCEDURAL,hres-250-111,"Providing for consideration of H.R. 1388, to reauthorize and reform the national service laws",,,,true,false,
h-111-1-132,111,2009-03-18,PASSAGE,hres-250-111,"Providing for consideration of H.R. 1388, to reauthorize and reform the national service laws",,,,true,false,
h-111-1-133,111,2009-03-18,AMENDMENT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-134,111,2009-03-18,AMENDMENT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-135,111,2009-03-18,AMENDMENT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-136,111,2009-03-18,AMENDMENT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-137,111,2009-03-18,AMENDMENT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-138,111,2009-03-18,AMENDMENT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-139,111,2009-03-18,MOTION_TO_RECOMMIT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-140,111,2009-03-18,PASSAGE,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-141,111,2009-03-19,PROCEDURAL,hres-265-111,,,,,true,false,
h-111-1-142,111,2009-03-19,PROCEDURAL,hres-257-111,Providing for consideration of motions to suspend the rules,,,,true,false,
h-111-1-143,111,2009-03-19,SUSPENSION,hr-1586-111,"To modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide for modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.",,,,true,false,
h-111-1-144,111,2009-03-19,SUSPENSION,hconres-76-111,Expressing the sense of the Congress regarding executive and employee bonuses paid by AIG and other companies assisted with taxpayer funds provided under the Troubled Assets Relief Program of the Secretary of the Treasury.,,,,true,false,
h-111-1-145,111,2009-03-23,SUSPENSION,hr-918-111,Stan Lundine Post Office Building Designation,,,,true,false,
h-111-1-146,111,2009-03-23,SUSPENSION,hr-1218-111,Lance Corporal Drew W. Weaver Post Office Building Designation,,,,true,false,
h-111-1-147,111,2009-03-24,SUSPENSION,hr-1617-111,Department of Homeland Security Component Privacy Act of 2009,,,,true,false,
h-111-1-148,111,2009-03-24,SUSPENSION,hr-730-111,Nuclear Forensics and Attribution Act,,,,true,false,
h-111-1-149,111,2009-03-24,SUSPENSION,hres-182-111,"Expressing support for designation of the week of March 1 through March 8, 2009, as “School Social Work Week”.",,,,true,false,
h-111-1-150,111,2009-03-25,PROCEDURAL,hres-280-111,"Providing for consideration of the Senate amendments to H.R. 146, the Omnibus Public Land Management Act",,,,true,false,
h-111-1-151,111,2009-03-25,PASSAGE,hres-280-111,"Providing for consideration of the Senate amendments to H.R. 146, the Omnibus Public Land Management Act",,,,true,false,
h-111-1-152,111,2009-03-25,SUSPENSION,s-383-111,Special Inspector General for the Troubled Asset Relief Program Act,,,,true,false,
h-111-1-153,111,2009-03-25,AMENDMENT,hr-146-111,Omnibus Public Land Management Act of 2009,,,,true,false,
h-111-1-154,111,2009-03-25,SUSPENSION,hres-273-111,Recognizing the 188th anniversary of the independence of Greece and celebrating Greek and American democracy,,,,true,false,
h-111-1-155,111,2009-03-25,PROCEDURAL,hres-286-111,Raising a question of the privileges of the House regarding earmarks and campaign contributions,,,,true,false,
h-111-1-156,111,2009-03-25,PASSAGE,hres-281-111,"Rule providing for the consideration of H.R. 1404, the Federal Land Assistance, Managment, and Enhancement Act",,,,true,false,
h-111-1-157,111,2009-03-26,AMENDMENT,hr-1404-111,"Federal Land Assistance, Managment and Enhancement Act",,,,true,false,
h-111-1-158,111,2009-03-26,AMENDMENT,hr-1404-111,"Federal Land Assistance, Managment and Enhancement Act",,,,true,false,
h-111-1-159,111,2009-03-26,AMENDMENT,hr-1404-111,"Federal Land Assistance, Managment and Enhancement Act",,,,true,false,
h-111-1-160,111,2009-03-26,AMENDMENT,hr-1404-111,"Federal Land Assistance, Managment and Enhancement Act",,,,true,false,
h-111-1-161,111,2009-03-26,AMENDMENT,hr-1404-111,"Federal Land Assistance, Managment and Enhancement Act",,,,true,false,
h-111-1-162,111,2009-03-26,PASSAGE,hr-1404-111,"Federal Land Assistance, Managment and Enhancement Act",,,,true,false,
h-111-1-163,111,2009-03-30,PROCEDURAL,hres-295-111,Raising a question of the privileges of the House,,,,true,false,
h-111-1-164,111,2009-03-30,SUSPENSION,hr-20-111,Melanie Blocker Stokes MOTHERS Act,,,,true,false,
h-111-1-165,111,2009-03-30,SUSPENSION,hr-479-111,Wakefield Act,,,,true,false,
h-111-1-166,111,2009-03-31,PASSAGE,hres-296-111,Providing for the consideration of the Senate amendments to H.R. 1388,,,,true,false,
h-111-1-167,111,2009-03-31,SUSPENSION,hr-1259-111,Dextromethorphan Distribution Act,,,,true,false,
h-111-1-168,111,2009-03-31,SUSPENSION,hres-282-111,Recognizing the 30th anniversary of the peace treaty between Egypt and Israel,,,,true,false,
h-111-1-169,111,2009-03-31,AMENDMENT,hr-1388-111,Generations Invigorating Volunteerism and Education (GIVE) Act,,,,true,false,
h-111-1-170,111,2009-03-31,SUSPENSION,hr-577-111,Vision Care for Kids Act of 2009,,,,true,false,
h-111-1-171,111,2009-03-31,SUSPENSION,hr-1253-111,Health Insurance Restrictions and Limitations Clarification Act,,,HEALTH_COSTS,true,false,
h-111-1-172,111,2009-03-31,PASSAGE,hres-279-111,Providing for the expenses of certain committees of the House of Representatives in the One Hundred Eleventh Congress,,,,true,false,
h-111-1-173,111,2009-03-31,SUSPENSION,hr-151-111,To establish the Daniel Webster Congressional Clerkship Program,,,,true,false,
h-111-1-174,111,2009-03-31,SUSPENSION,hr-1299-111,Capitol Police Administrative Technical Corrections Act of 2009,,,,true,false,
h-111-1-175,111,2009-04-01,PROCEDURAL,hres-312-111,Flake Resolution,,,,true,false,
h-111-1-176,111,2009-04-01,PASSAGE,hres-305-111,Providing for consideration of the concurrent resolution (H.Con.Res. 85) setting forth the congressional budget for the United States Government for fiscal year 2010 and including the appropriate budgetary levels for fiscal years 2009 and 2011 through 2014,,,,true,false,
h-111-1-177,111,2009-04-01,PASSAGE,hres-306-111,Providing for consideration of the bill (H.R. 1664) to amend the executive compensation provisions of the Emergency Economic Stabilization Act of 2008 to prohibit unreasonable and excessive compensation and compensation not based on performance standards,,,,true,false,
h-111-1-178,111,2009-04-01,SUSPENSION,hr-1575-111,End Government Reimbursement of Excessive Executive Disbursements (End GREED) Act,,,,true,false,
h-111-1-179,111,2009-04-01,SUSPENSION,hres-290-111,"Honoring the lives, and mourning the loss, of Sergeant Mark Dunakin, Sergeant Ervin Romans, Sergeant Daniel Sakai, and Officer John Hege, members of the Oakland Police Department in California who were brutally slain in the line of duty",,,,true,false,
h-111-1-180,111,2009-04-01,AMENDMENT,hr-1664-111,To amend the executive compensation provisions of the Emergency Economic Stabilization Act of 2008 to prohibit unreasonable and excessive compensation and compensation not based on performance standards,,,,true,false,
h-111-1-181,111,2009-04-01,AMENDMENT,hr-1664-111,To amend the executive compensation provisions of the Emergency Economic Stabilization Act of 2008 to prohibit unreasonable and excessive compensation and compensation not based on performance standards,,,,true,false,
h-111-1-182,111,2009-04-01,PASSAGE,hr-1664-111,To amend the executive compensation provisions of the Emergency Economic Stabilization Act of 2008 to prohibit unreasonable and excessive compensation and compensation not based on performance standards,,,,true,false,
h-111-1-183,111,2009-04-02,PASSAGE,hconres-93-111,Providing for the adjournment of the House and Senate,,,,true,false,
h-111-1-184,111,2009-04-02,PASSAGE,hres-316-111,Providing for consideration of H. Con. Res. 85,,,,true,false,
h-111-1-185,111,2009-04-02,AMENDMENT,hr-1256-111,Family Smoking Prevention and Tobacco Control Act,,,,true,false,
h-111-1-186,111,2009-04-02,MOTION_TO_RECOMMIT,hr-1256-111,Family Smoking Prevention and Tobacco Control Act,,,,true,false,
h-111-1-187,111,2009-04-02,PASSAGE,hr-1256-111,Family Smoking Prevention and Tobacco Control Act,,,,true,false,
h-111-1-188,111,2009-04-02,AMENDMENT,hconres-85-111,Congressional Budget for Fiscal Year 2010,,,,true,false,
h-111-1-189,111,2009-04-02,AMENDMENT,hconres-85-111,Congressional Budget for Fiscal Year 2010,,,,true,false,
h-111-1-190,111,2009-04-02,AMENDMENT,hconres-85-111,Congressional Budget for Fiscal Year 2010,,,,true,false,
h-111-1-191,111,2009-04-02,AMENDMENT,hconres-85-111,Congressional Budget for Fiscal Year 2010,,,,true,false,
h-111-1-192,111,2009-04-02,PASSAGE,hconres-85-111,Congressional Budget for Fiscal Year 2010,,,,true,false,
h-111-1-193,111,2009-04-21,SUSPENSION,hr-388-111,Crane Conservation Act of 2009,,,,true,false,
h-111-1-194,111,2009-04-21,SUSPENSION,hr-411-111,Great Cats and Rare Canids Act of 2009,,,,true,false,
h-111-1-195,111,2009-04-21,SUSPENSION,hr-1219-111,Lake Hodges Surface Water Improvement and Reclamation Act of 2009,,,,true,false,
h-111-1-196,111,2009-04-22,SUSPENSION,hr-1679-111,House Reservists Pay Adjustment Act,,,,true,false,
h-111-1-197,111,2009-04-22,SUSPENSION,hr-586-111,Civil Rights History Project Act,,,,true,false,
h-111-1-198,111,2009-04-22,PROCEDURAL,sconres-13-111,Congressional Budget for Fiscal Year 2010,,,,true,false,
h-111-1-199,111,2009-04-22,SUSPENSION,hr-957-111,Green Energy Education Act,,,,true,false,
h-111-1-200,111,2009-04-23,AMENDMENT,hr-1145-111,National Water Research and Development Initiative Act of 2009,,,,true,false,
h-111-1-201,111,2009-04-23,AMENDMENT,hr-1145-111,National Water Research and Development Initiative Act of 2009,,,,true,false,
h-111-1-202,111,2009-04-23,AMENDMENT,hr-1145-111,National Water Research and Development Initiative Act of 2009,,,,true,false,
h-111-1-203,111,2009-04-23,AMENDMENT,hr-1145-111,National Water Research and Development Initiative Act of 2009,,,,true,false,
h-111-1-204,111,2009-04-23,MOTION_TO_RECOMMIT,hr-1145-111,National Water Research and Development Initiative Act of 2009,,,,true,false,
h-111-1-205,111,2009-04-23,PASSAGE,hr-1145-111,National Water Research and Development Initiative Act of 2009,,,,true,false,
