year,state_po,race_key,dem_two_party,dem_winner,incumbent_party,lean_rel_dem,inc_dem,midterm_dem,nat_env,dem_name,rep_name
2024,OH,OH-SEN,0.481262,False,Democrat,-0.072746,1,0,-0.013174,SHERROD BROWN,BERNIE MORENO
2024,PA,PA-SEN,0.498886,False,Democrat,-0.026087,1,0,-0.013174,ROBERT P CASEY JR,DAVE MCCORMICK
2024,RI,RI-SEN,0.600494,True,Democrat,0.074015,1,0,-0.013174,SHELDON WHITEHOUSE,PATRICIA MORGAN
2024,TN,TN-SEN,0.348741,False,Republican,-0.150257,-1,0,-0.013174,GLORIA JOHNSON,MARSHA BLACKBURN
2024,TX,TX-SEN,0.456474,False,Republican,-0.060286,-1,0,-0.013174,COLIN ALLRED,TED CRUZ
2024,UT,UT-SEN,0.336797,False,,-0.138915,0,0,-0.013174,CAROLINE GLEICH,JOHN CURTIS
2024,VA,VA-SEN,0.54476,True,Democrat,0.019568,1,0,-0.013174,TIMOTHY M. KAINE,HUNG CAO
2024,WI,WI-SEN,0.504339,True,Democrat,-0.028788,1,0,-0.013174,TAMMY BALDWIN,ERIC HOVDE
2024,WV,WV-SEN,0.287611,False,,-0.229964,0,0,-0.013174,GLENN ELLIOTT,JIM JUSTICE
2024,WY,WY-SEN,0.243098,False,Republican,-0.256783,-1,0,-0.013174,SCOTT D MORROW,JOHN BARRASSO
